OConnell Hall,46.600815,-112.040290
St. Charles Hall,46.600947,-112.038586
Simperman Hall,46.599812,-112.037358
Corette Library,46.60205948571197,-112.03806097729837
Fortin Science Center,46.599812,-112.037358
All Saints Chapel,46.600947,-112.038586
